Instructor,Sub,Crse,Sec,Day,Time,Room
cunninghamb,ECO,325,02,MWF,11:00 am-11:50 am,COMBLD 201
goodmand,ECO,331,01,TR,09:30 am-10:45 am,COMBLD 107
cliffordm,ECO,479,01X,TR,09:30 am-10:45 am,GODDAR 203
peterosr,ECO,479,02X,W,04:00 pm-06:45 pm,COMBLD 108
cliffordm,ECO,479,03X,TR,08:00 am-09:15 am,GODDAR 203
cliffordm,ECO,480,01, ,TBA,TBA
cliffordm,ECO,480,02, ,TBA,TBA
cliffordm,ECO,480,03, ,TBA,TBA
cliffordm,ECO,480,04, ,TBA,TBA
cliffordm,ECO,480,05, ,TBA,TBA
robertst,EDU,200,01,TR,11:00 am-12:15 pm,SCIENC 117
leek,EDU,200,02,TR,02:00 pm-03:15 pm,CECE 167
rodriguezl,EDU,222,01,TR,11:00 am-12:15 pm,CECE 170
tomanellij,EDU,222,02,TR,08:00 am-09:15 am,WEBB 317
galvezd,EDU,222,03,W,07:00 pm-09:45 pm,CECE 167
drewryt,EDU,301,01, ,TBA,TBA
whitej,EDU,357,01,T,04:00 pm-06:45 pm,WEBB 210
stoloffd,EDU,357,02,W,04:00 pm-06:45 pm,WEBB 210
liux,EDU,357,03,R,04:00 pm-06:45 pm,WEBB 210
rodriguezl,EDU,357,04,TR,02:00 pm-03:15 pm,COMBLD 108
drewryt,EDU,401,01, ,TBA,TBA
liux,EDU,404,01,F,12:00 pm-02:45 pm,WEBB 113
zablonskim,EDU,405,01,R,04:00 pm-06:45 pm,WEBB 212
dziavitk,EDU,410,01X,M,04:00 pm-06:45 pm,WEBB 215
cookk,EDU,412,01,T,04:00 pm-06:45 pm,WEBB 215
richardss,EDU,417,01,M,12:00 pm-02:45 pm,WEBB 113
rodriguezl,EDU,425,01X,T,04:00 pm-06:45 pm,SCIENC 432
fabrizim,EDU,425,02X,M,07:00 pm-09:45 pm,COMBLD 108
richardss,EDU,465,01X,M,07:00 pm-09:45 pm,WEBB 113
laportek,EDU,465,02X,T,07:00 pm-09:45 pm,WEBB 213
zimmittil,EDU,470,01,MTWRF,08:00 am-03:30 pm,TBA
peacockj,EDU,471,01,MTWRF,08:00 am-03:30 pm,TBA
fabrizim,EDU,480,01, ,TBA,TBA
mooreheadt,EDU,480,02, ,TBA,TBA
richardss,EDU,480,03, ,TBA,TBA
richardss,EDU,480,04, ,TBA,TBA
ruddyj,EDU,490,01, ,TBA,TBA
lamarchel,EDU,501,01, ,TBA,TBA
espinozaa,EDU,502,01, ,TBA,TBA
galvezd,EDU,505,E25, ,TBA,TBA
dziavitk,EDU,510,01X,M,04:00 pm-06:45 pm,WEBB 215
stoloffd,EDU,511,E25, ,TBA,ONLINE
richardss,EDU,516,01,W,04:00 pm-06:45 pm,WEBB 113
peacockj,EDU,521,01, ,TBA,TBA
ashtonf,EDU,523,01, ,TBA,TBA
rodriguezl,EDU,525,01X,T,04:00 pm-06:45 pm,SCIENC 432
fabrizim,EDU,525,02X,M,07:00 pm-09:45 pm,COMBLD 108
stoloffd,EDU,555,E25, ,TBA,ONLINE
richardss,EDU,565,01X,M,07:00 pm-09:45 pm,WEBB 113
laportek,EDU,565,02X,T,07:00 pm-09:45 pm,WEBB 213
ashtonf,EDU,571,01,MTWRF,08:00 am-03:30 pm,TBA
espinozaa,EDU,573,01,MTWRF,08:00 am-03:30 pm,TBA
robertst,EDU,582,H01, ,TBA,ONLINE
robertst,EDU,582,H01,R,04:00 pm-06:45 pm,WEBB 215
leek,EDU,612,E25, ,TBA,TBA
mooreheadt,EDU,632,E25, ,TBA,TBA
mooreheadt,EDU,680,E25, ,TBA,ONLINE
robinsonm,EDU,694,01,MTWRF,08:00 am-03:30 pm,TBA
robinsonm,EDU,694,02,MTWRF,08:00 am-03:30 pm,TBA
rodriguezl,EDU,696,01, ,TBA,TBA
galvezd,EDU,696,02, ,TBA,TBA
vijayasekarj,EDU,696,03, ,TBA,TBA
cruzd,EDU,696,04, ,TBA,TBA
stoloffd,EDU,696,05, ,TBA,TBA
fabrizim,EDU,696,06, ,TBA,TBA
richardss,EDU,696,07, ,TBA,TBA
bouleyt,EDU,696,08, ,TBA,TBA
swaminathans,EDU,697,E25, ,TBA,ONLINE
oterom,ENG,100,01,TR,08:00 am-09:15 am,WEBB 206
oterom,ENG,100,02,TR,09:30 am-10:45 am,WEBB 206
johnsons,ENG,100,03,MWF,01:00 pm-01:50 pm,WEBB 206
szymkiewiczr,ENG,100,04,TR,11:00 am-12:15 pm,SCIENC 233
cassidys,ENG,100,05,MWF,11:00 am-11:50 am,WEBB 206
evesk,ENG,100,06,TR,04:00 pm-05:15 pm,WEBB 206
reynoldsj,ENG,100,07,MWF,12:00 pm-12:50 pm,WEBB 206
reynoldsj,ENG,100,08,MWF,11:00 am-11:50 am,SCIENC 233
longe,ENG,100,09,MWF,10:00 am-10:50 am,WEBB 206
congdonv,ENG,100,10,TR,09:30 am-10:45 am,SCIENC 233
luxenbergh,ENG,100,11,TR,11:00 am-12:15 pm,SCIENC 133
mcneilk,ENG,100P,01,TR,09:30 am-10:45 am,WEBB 316
mcneilk,ENG,100P,01,W,09:00 am-10:40 am,WEBB 316
mcneilk,ENG,100P,02,TR,11:00 am-12:15 pm,WEBB 316
mcneilk,ENG,100P,02,W,11:00 am-12:40 pm,WEBB 316
luxenbergh,ENG,100P,03,M,02:00 pm-03:40 pm,WEBB 316
luxenbergh,ENG,100P,03,TR,02:00 pm-03:15 pm,WEBB 316
quickb,ENG,100P,04,TR,04:00 pm-05:15 pm,WEBB 316
quickb,ENG,100P,04,W,04:00 pm-05:40 pm,WEBB 316
szymkiewiczr,ENG,100P,05,TR,12:30 pm-01:45 pm,WEBB 316
szymkiewiczr,ENG,100P,05,W,01:00 pm-02:40 pm,WEBB 316
johnsons,ENG,100P,06,MF,11:00 am-12:40 pm,WEBB 307
johnsons,ENG,100P,06,W,11:00 am-11:50 am,WEBB 307
mamar,ENG,125,01,TR,04:00 pm-05:15 pm,WEBB 216
mamar,ENG,125,02,TR,02:00 pm-03:15 pm,WEBB 210
clermont-ferrandm,ENG,177,01,TR,12:30 pm-01:45 pm,WEBB 212
ferrucis,ENG,190,01,TR,09:30 am-10:45 am,SCIENC 134
ferrucis,ENG,190,02,TR,11:00 am-12:15 pm,WEBB 213
taylorm,ENG,201,01,MWF,11:00 am-11:50 am,WEBB 114
youngbloodj,ENG,201,02,MWF,12:00 pm-12:50 pm,WEBB 114
terryb,ENG,205,01,TR,08:00 am-09:15 am,WEBB 112
taylorm,ENG,205,02,MWF,09:00 am-09:50 am,LIBRAR 266
terryb,ENG,205,03,TR,09:30 am-10:45 am,WEBB 112
derosas,ENG,207,01,TR,02:00 pm-03:15 pm,WEBB 115
mcneilk,ENG,215,01,TR,12:30 pm-01:45 pm,COMBLD 201
speichera,ENG,223,02,MWF,11:00 am-11:50 am,WEBB 214
mamar,ENG,225,01,TR,05:30 pm-06:45 pm,WEBB 216
donaghyd,ENG,238,01,TR,02:00 pm-03:15 pm,WEBB 206
delrioj,ENG,241,01,MWF,09:00 am-09:50 am,WEBB 213
delrioj,ENG,241,02,MWF,10:00 am-10:50 am,WEBB 213
clermont-ferrandm,ENG,241,03,TR,02:00 pm-03:15 pm,WEBB 212
floodr,ENG,255,01,MWF,09:00 am-09:50 am,COMBLD 218
chiricom,ENG,257,01,MWF,01:00 pm-01:50 pm,WEBB 313
abbatemarcoa,ENG,260,01X,TR,12:30 pm-01:45 pm,GODDAR 208
abbatemarcoa,ENG,260,02X,TR,11:00 am-12:15 pm,GODDAR 208
rochonr,ENG,260,03X,MWF,09:00 am-09:50 am,WEBB 113
torockioc,ENG,301,01,TR,02:00 pm-03:15 pm,LIBRAR 266
donaghyd,ENG,302,01,TR,11:00 am-12:15 pm,SCIENC 134
floodr,ENG,308,01X,M,04:00 pm-06:45 pm,FAIC 115
speichera,ENG,328,01,MWF,01:00 pm-01:50 pm,WEBB 215
youngbloodj,ENG,330,01,MF,02:00 pm-03:15 pm,WEBB 114
clermont-ferrandm,ENG,337,01,TR,04:00 pm-05:15 pm,WEBB 114
oterom,ENG,338,01,TR,12:30 pm-01:45 pm,SCIENC 416
oterom,ENG,341,01,TR,02:00 pm-03:15 pm,SCIENC 416
mamar,ENG,353,01,TR,12:30 pm-01:45 pm,SCIENC 231
torockioc,ENG,372,01,W,04:00 pm-06:45 pm,WEBB 112
derosas,ENG,380,01,W,04:00 pm-06:45 pm,WEBB 115
donaghyd,ENG,382,01,TR,12:30 pm-01:45 pm,SCIENC 134
chiricom,ENG,461,01,M,04:00 pm-06:45 pm,COMBLD 219
torockioc,ENG,462,01,T,04:00 pm-06:45 pm,WEBB 213
clermont-ferrandm,ENG,462,02,W,04:00 pm-06:45 pm,WEBB 213
donaghyd,ENG,480,01, ,TBA,TBA
clermont-ferrandm,ENG,480,02, ,TBA,TBA
chiricom,ENG,480,03, ,TBA,TBA
chiricom,ENG,481,01, ,TBA,TBA
torockioc,ENG,493,01, ,TBA,TBA
speichera,ENG,493,02, ,TBA,TBA
donaghyd,ENG,493,03, ,TBA,TBA
derosas,ENG,493,04, ,TBA,TBA
clermont-ferrandm,ENG,494,01, ,TBA,TBA
oterom,ENG,494,02, ,TBA,TBA
derosas,ENG,494,03, ,TBA,TBA
clermont-ferrandm,ENG,494,04, ,TBA,TBA
chiricom,ENG,494,05, ,TBA,TBA
donaghyd,ENG,495,01, ,TBA,TBA
clermont-ferrandm,ENG,495,02, ,TBA,TBA
donaghyd,ENG,495,03, ,TBA,TBA
speichera,ENG,495,04, ,TBA,TBA
ferrucis,ENG,495,05, ,TBA,TBA
speichera,ENG,499,01, ,TBA,TBA
clermont-ferrandm,ENG,499,02, ,TBA,TBA
ferrucis,ENG,499,03, ,TBA,TBA
torockioc,ENG,499,04, ,TBA,TBA
derosas,ENG,499,05, ,TBA,TBA
cunninghamw,EES,104,01,TR,09:30 am-10:45 am,SCIENC 236
oakleyb,EES,104,02,TR,11:00 am-12:15 pm,SCIENC 215
tranl,EES,112,01,W,05:30 pm-07:15 pm,SCIENC 236
tranl,EES,112,02,T,05:30 pm-07:15 pm,SCIENC 215
drzewieckip,EES,130,01,MWF,09:00 am-09:50 am,SCIENC 216
drzewieckip,EES,130,01,M,02:00 pm-04:50 pm,SCIENC 216
sandeenj,EES,200,01,T,04:00 pm-06:45 pm,SCIENC 236
nathans,EES,200,02,MWF,11:00 am-11:50 am,SCIENC 236
delimal,EES,204,01,TR,12:30 pm-01:45 pm,SCIENC 236
delimal,EES,204,02,TR,11:00 am-12:15 pm,SCIENC 236
nathans,EES,205,01,MWF,10:00 am-10:50 am,SCIENC 236
khadev,EES,205,02,W,07:00 pm-09:45 pm,SCIENC 114
carlsonh,EES,207,01,R,04:00 pm-05:50 pm,SCIENC 417
carlsonh,EES,207,02,T,04:00 pm-05:50 pm,SCIENC 417
carlsonh,EES,207,03,W,04:00 pm-05:50 pm,SCIENC 417
hyattd,EES,224,01,TR,09:30 am-10:45 am,SCIENC 215
hyattd,EES,224,01A,W,02:00 pm-04:50 pm,SCIENC 219
hyattd,EES,224,01A,W,02:00 pm-04:50 pm,SCIENC 215
hyattd,EES,224,01B,T,02:00 pm-04:50 pm,SCIENC 219
hyattd,EES,224,01B,T,02:00 pm-04:50 pm,SCIENC 215
cunninghamw,EES,271,H01,T,05:30 pm-06:15 pm,SCIENC 232
drzewieckip,EES,271,H01,T,05:30 pm-06:15 pm,SCIENC 232
cunninghamw,EES,271,H01, ,TBA,ONLINE
drzewieckip,EES,271,H01, ,TBA,ONLINE
metcalfm,EES,300,01,MW,05:30 pm-06:45 pm,SCIENC 215
metcalfm,EES,301,01,W,01:00 pm-03:50 pm,SCIENC 233
metcalfm,EES,322,01,MW,04:00 pm-05:15 pm,SCIENC 202
metcalfm,EES,322,01,M,01:00 pm-03:50 pm,SCIENC 202
nicholss,EES,323,01,W,04:00 pm-06:45 pm,SCIENC 233
cunninghamw,EES,330,01,TR,11:00 am-12:15 pm,SCIENC 232
cunninghamw,EES,330,01,T,12:30 pm-03:20 pm,SCIENC 232
cunninghamw,EES,333,01,W,01:00 pm-01:50 pm,SCIENC 232
hyattd,EES,392,01, ,TBA,TBA
nathans,EES,402,01,MWF,09:00 am-09:50 am,SCIENC 236
nathans,EES,402,01,MWF,09:00 am-09:50 am,SCIENC 219
hyattd,EES,441,01,R,02:00 pm-04:50 pm,SCIENC 219
oakleyb,EES,456,01,TR,09:30 am-10:45 am,SCIENC 216
metcalfm,EES,480,01, ,TBA,TBA
metcalfm,EES,480,02, ,TBA,TBA
metcalfm,EES,480,03, ,TBA,TBA
oakleyb,EES,480,04, ,TBA,TBA
oakleyb,EES,491,01, ,TBA,TBA
chadwickj,EHS,210,01,TR,12:30 pm-01:45 pm,SCIENC 202
erik-soussia,FLM,219,01X,M,04:00 pm-06:45 pm,WEBB 112
ammarim,FLM,220,01X,T,07:00 pm-09:45 pm,COMBLD 114D
carlsonr,FLM,220,02X,M,04:00 pm-06:45 pm,COMBLD 114D
ammarim,FLM,220,03X,T,04:00 pm-06:45 pm,COMBLD 114D
dayb,FLM,220,04X,TR,11:00 am-12:15 pm,COMBLD 226
bachollem,FLM,223,01X,M,12:00 pm-02:45 pm,GODDAR 200
bachollem,FLM,223,02X,W,12:00 pm-02:45 pm,GODDAR 200
collinsg,FLM,321,01,R,07:00 pm-09:45 pm,COMBLD 107
dayb,FLM,380,01X,TR,02:00 pm-03:50 pm,FAIC 115
kyeii,FIN,245,01,MWF,11:00 am-11:50 am,GODDAR 202
ryens,FIN,245,02,MWF,12:00 pm-12:50 pm,GODDAR 202
kyeii,FIN,245,03,TR,11:00 am-12:15 pm,GODDAR 203
kyeii,FIN,245,06,MWF,10:00 am-10:50 am,GODDAR 202
kyeii,FIN,335,01,M,04:00 pm-06:45 pm,GODDAR 203
ryens,FIN,347,01,MWF,01:00 pm-01:50 pm,WEBB 210
days-luketichp,FIN,350,01,T,04:00 pm-06:45 pm,COMBLD 218
cliffordm,FIN,438,01,W,07:00 pm-09:45 pm,GODDAR 200
liangl,FIN,445,01,TR,11:00 am-12:15 pm,COMBLD 109
liangl,FIN,445,02,TR,09:30 am-10:45 am,COMBLD 109
liangl,FIN,446,01,TR,02:00 pm-03:15 pm,GODDAR 200
cliffordm,FIN,462,01X,TR,09:30 am-10:45 am,GODDAR 203
peterosr,FIN,462,02X,W,04:00 pm-06:45 pm,COMBLD 108
cliffordm,FIN,462,03X,TR,08:00 am-09:15 am,GODDAR 203
eckenrothg,FIN,490,01V,R,04:00 pm-05:15 pm,COMBLD 218
bachollem,FRE,120,01,MWF,11:00 am-11:50 am,GODDAR 200
bachollem,FRE,223,01X,M,12:00 pm-02:45 pm,GODDAR 200
bachollem,FRE,223,02X,W,12:00 pm-02:45 pm,GODDAR 200
dahmanif,FRE,492,01, ,TBA,TBA
dahmanif,FRE,492,02, ,TBA,TBA
michimia,GEO,100,01,MWF,10:00 am-10:50 am,GODDAR 201
clementss,GEO,331,01,TR,09:30 am-10:45 am,LIBRAR 436
michimia,GEO,332,01,MWF,09:00 am-09:50 am,GODDAR 208
difrancoa,HPE,104,01,M,04:00 pm-06:45 pm,GODDAR 201
woodmanseek,HPE,104,02,W,04:00 pm-06:45 pm,GODDAR 202
vogtd,HPE,104,03,R,04:00 pm-06:45 pm,GODDAR 200
fresco-hawesc,HPE,104,04,W,04:00 pm-06:45 pm,GODDAR 201
henryj,HPE,104,05,T,04:00 pm-06:45 pm,GODDAR 200
robertd,HPE,104,06,TR,09:30 am-10:45 am,CECE 167
robertd,HPE,104,07,TR,11:00 am-12:15 pm,CECE 167
henryj,HPE,104,08,M,04:00 pm-06:45 pm,GODDAR 202
vogtd,HPE,104,09,W,04:00 pm-06:45 pm,GODDAR 203
dewildea,HPE,117,01,MWF,02:00 pm-02:50 pm,GODDAR 201
sanfordl,HPE,127,01,TR,07:00 pm-08:15 pm,SPORT 104
madenjianwybierackik,HPE,140,01,MWF,11:00 am-11:50 am,FAIC 219
madenjianwybierackik,HPE,140,02,MWF,11:00 am-11:50 am,FAIC 219
madenjianwybierackik,HPE,140,03,MWF,12:00 pm-12:50 pm,FAIC 219
madenjianwybierackik,HPE,140,04,MWF,12:00 pm-12:50 pm,FAIC 219
sanfordl,HPE,140,05,TR,05:30 pm-06:45 pm,SPORT 104
sanfordl,HPE,140,06,TR,05:30 pm-06:45 pm,SPORT 104
khowm,HPE,141,01,TR,09:30 am-10:45 am,SPORT 104
khowm,HPE,143,01,TR,08:00 am-09:15 am,SPORT 104
difrancoa,HPE,201,01,W,04:00 pm-06:45 pm,GODDAR 208
difrancoa,HPE,201,02,W,04:00 pm-06:45 pm,GODDAR 208
frainm,HPE,210,01,W,04:00 pm-06:45 pm,GODDAR 216
manfredie,HPE,210,02,TR,12:30 pm-01:45 pm,GODDAR 216
frainm,HPE,210,03,W,07:00 pm-09:45 pm,GODDAR 216
coxp,HPE,310,01,W,07:00 pm-09:45 pm,GODDAR 208
tracyj,HPE,326,01,T,08:00 am-09:15 am,SPORT 219
tracyj,HPE,326,01,R,08:00 am-09:15 am,FAIC 219
rowettc,HPE,327,01,T,04:00 pm-06:45 pm,CECE 170
switchenkod,HPE,328,01,TR,04:00 pm-05:15 pm,SPORT 221
switchenkod,HPE,329,01,TR,08:00 am-09:15 am,SPORT 221
rowettc,HPE,340,01,T,07:00 pm-09:45 pm,CECE 170
manfredie,HPE,361,01,T,09:30 am-10:30 am,SPORT 219
manfredie,HPE,361,01,T,10:30 am-12:15 pm,SPORT 201/GYM
switchenkok,HPE,362,01,R,09:30 am-10:30 am,SPORT 219
switchenkok,HPE,362,01,R,10:30 am-12:15 pm,SPORT 201/GYM
robertd,HPE,475,01,MTWRF,08:00 am-03:30 pm,TBA
robertd,HPE,476,01,R,04:00 pm-06:45 pm,CECE 167
rowettc,HPE,480,01, ,TBA,TBA
robertd,HPE,490,01, ,TBA,TBA
carrolls,HSC,209,01X,M,04:00 pm-06:45 pm,GODDAR 216
clementss,HSC,209,02X,TR,04:00 pm-05:15 pm,GODDAR 208
canavanp,HSC,210,01,MWF,11:00 am-11:50 am,COMBLD 107
smithe,HSC,215,01,TR,12:30 pm-01:45 pm,GODDAR 117
porebskab,HSC,215,01A,W,09:00 am-11:50 am,SCIENC 237
porebskab,HSC,215,01B,W,12:00 pm-02:50 pm,SCIENC 237
kylek,HSC,215,01C,T,08:00 am-10:50 am,SCIENC 237
banee,HSC,215,01D,R,08:00 am-10:50 am,SCIENC 237
porebskab,HSC,215,01E,M,04:00 pm-06:50 pm,SCIENC 237
smithe,HSC,215,01F,M,01:00 pm-03:50 pm,SCIENC 237
kylek,HSC,215,01G,F,08:00 am-10:50 am,SCIENC 237
smithe,HSC,215,02,MWF,12:00 pm-12:50 pm,GODDAR 216
smithe,HSC,215,03,TR,11:00 am-12:15 pm,COMBLD 108
dzurecl,HSC,225,01,TR,12:30 pm-01:45 pm,GODDAR 200
beeverj,HSC,225,02,TR,08:00 am-09:15 am,GODDAR 208
dzurecl,HSC,225,03,MWF,01:00 pm-01:50 pm,GODDAR 216
dzurecl,HSC,225,04,MWF,11:00 am-11:50 am,GODDAR 203
bissonnettea,HSC,235,01,MWF,01:00 pm-01:50 pm,GODDAR 117
porebskab,HSC,291,01, ,TBA,TBA
smithe,HSC,291,02, ,TBA,TBA
carrolls,HSC,302,01X,TR,09:30 am-10:45 am,GODDAR 223
bataillea,HSC,308,01,MWF,09:00 am-09:50 am,GODDAR 200
canavanp,HSC,318,01,MWF,10:00 am-10:50 am,GODDAR 223
canavanp,HSC,318,01A,T,12:30 pm-03:20 pm,GODDAR 127
canavanp,HSC,318,01B,T,08:00 am-10:50 am,GODDAR 127
cotea,HSC,318,02,MWF,01:00 pm-01:50 pm,GODDAR 208
tackettm,HSC,318,02A,M,08:00 am-10:50 am,GODDAR 127
canavanp,HSC,318,02B,M,03:00 pm-05:50 pm,GODDAR 127
cotea,HSC,318,03,MWF,02:00 pm-02:50 pm,GODDAR 208
joinerk,HSC,318,03A,W,08:00 am-10:50 am,GODDAR 127
joinerk,HSC,318,03B,T,04:00 pm-06:50 pm,GODDAR 127
bataillea,HSC,319,01,MWF,11:00 am-11:50 am,GODDAR 223
bataillea,HSC,319,01A,R,12:30 pm-03:20 pm,GODDAR 127
bataillea,HSC,319,01B,R,08:00 am-10:50 am,GODDAR 127
bataillea,HSC,319,02,MWF,01:00 pm-01:50 pm,GODDAR 223
tackettm,HSC,319,02A,F,08:00 am-10:50 am,GODDAR 127
thapag,HSC,319,02B,F,02:00 pm-04:50 pm,GODDAR 127
daled,HSC,320,01,MWF,12:00 pm-12:50 pm,GODDAR 117
daled,HSC,332,01,TR,11:00 am-12:15 pm,GODDAR 117
daled,HSC,342,01,TR,08:00 am-09:15 am,GODDAR 200
andersong,HSC,356,01,MWF,09:00 am-09:50 am,SPORT 219
alexanderj,HSC,370,01,TR,09:30 am-10:45 am,GODDAR 123
walterss,HSC,380,01, ,TBA,TBA
bataillea,HSC,380,02, ,TBA,TBA
carrolls,HSC,390,01, ,TBA,TBA
canavanp,HSC,391,01, ,TBA,TBA
carrolls,HSC,391,02, ,TBA,TBA
banee,HSC,391,03, ,TBA,TBA
smithe,HSC,391,04, ,TBA,TBA
walterss,HSC,400,01,MWF,12:00 pm-01:10 pm,SCIENC 115
nsiahy,HSC,404,01,MWF,11:00 am-11:50 am,GODDAR 208
beeverj,HSC,408,01,TR,09:30 am-10:45 am,GODDAR 208
dzurecd,HSC,425,01,MWF,08:00 am-08:50 am,GODDAR 200
dzurecd,HSC,425,01,M,02:00 pm-04:50 pm,SCIENC 341
bissonnettea,HSC,438,01,MWF,02:00 pm-02:50 pm,GODDAR 117
blancaflors,HSC,438,02,TR,12:30 pm-01:45 pm,GODDAR 201
beebej,HSC,444,01,TR,05:30 pm-09:45 pm,GODDAR 123
daled,HSC,450,01,MWF,11:00 am-11:50 am,GODDAR 117
canavanp,HSC,480,01, ,TBA,TBA
canavanp,HSC,480,02, ,TBA,TBA
carrolls,HSC,480,03, ,TBA,TBA
carrolls,HSC,480,04, ,TBA,TBA
carrolls,HSC,480,06, ,TBA,TBA
walterss,HSC,480,07, ,TBA,TBA
walterss,HSC,480,08, ,TBA,TBA
carrolls,HSC,490,01, ,TBA,TBA
dzurecd,HSC,491,01, ,TBA,TBA
porebskab,HSC,491,02, ,TBA,TBA
carrolls,HSC,491,03, ,TBA,TBA
beebej,HSC,491,04, ,TBA,TBA
kylek,HSC,491,05, ,TBA,TBA
thapag,HSC,491,06, ,TBA,TBA
carenenc,HIS,101,01,TR,09:30 am-10:45 am,SCIENC 231
davisb,HIS,116,01,MWF,09:00 am-09:50 am,LIBRAR 436
davisb,HIS,116,02,MWF,01:00 pm-01:50 pm,LIBRAR 436
closes,HIS,120,01,TR,08:00 am-09:15 am,WEBB 315
closes,HIS,120,02,TR,02:00 pm-03:15 pm,WEBB 315
closes,HIS,121,01,TR,12:30 pm-01:45 pm,WEBB 315
davisb,HIS,200,01,MWF,10:00 am-11:10 am,LIBRAR 266
fryed,HIS,230,01,TR,11:00 am-12:15 pm,WEBB 214
fryed,HIS,230,02,W,04:00 pm-06:45 pm,WEBB 216
fryed,HIS,230,03,TR,04:00 pm-05:15 pm,WEBB 214
moores,HIS,231,01,MWF,09:00 am-09:50 am,FAIC 305
saenzcambrac,HIS,255,01,MWF,11:00 am-11:50 am,WEBB 317
fryed,HIS,267,01,W,07:00 pm-09:45 pm,WEBB 317
closes,HIS,322,01,TR,09:30 am-10:45 am,WEBB 315
balcerskit,HIS,325,01,W,04:00 pm-06:45 pm,WEBB 215
moores,HIS,337,01,MWF,01:00 pm-01:50 pm,WEBB 315
ostwaldj,HIS,362,01,TR,04:00 pm-05:15 pm,GODDAR 216
fryed,HIS,365,02,TR,02:00 pm-03:15 pm,WEBB 113
davisb,HIS,373,01,MWF,02:00 pm-02:50 pm,WEBB 212
carenenc,HIS,379,01,TR,11:00 am-12:15 pm,LIBRAR 436
ostwaldj,HIS,386,01,TR,12:30 pm-01:45 pm,WEBB 206
moores,HIS,406,01,MWF,11:00 am-12:10 pm,WEBB 213
davisb,HIS,480,01, ,TBA,TBA
moores,HIS,480,02, ,TBA,TBA
moores,HIS,480,03, ,TBA,TBA
balcerskit,HIS,480,04, ,TBA,TBA
closes,HIS,480,05, ,TBA,TBA
fryed,HIS,481,01, ,TBA,TBA
moores,HIS,491,01, ,TBA,TBA
moores,HIS,491,02, ,TBA,TBA
moores,HIS,491,03, ,TBA,TBA
fryed,HIS,491,04, ,TBA,TBA
cobbj,HON,361,01,T,04:00 pm-06:45 pm,FAIC 115
youngbloodj,HON,361,02,MW,04:00 pm-05:15 pm,WEBB 114
fugerem,HON,362,01,MWF,01:00 pm-01:50 pm,WEBB 213
cochrant,HON,375,01,W,03:00 pm-03:50 pm,FAIC 115
gaok,HON,488,01, ,TBA,TBA
krebsc,HON,488,02, ,TBA,TBA
moores,HON,488,03, ,TBA,TBA
guom,HON,488,04, ,TBA,TBA
morgank,HON,488,05, ,TBA,TBA
grotha,HON,488,06, ,TBA,TBA
carrolls,HON,488,07, ,TBA,TBA
brosciousc,HON,488,08, ,TBA,TBA
dancikg,HON,488,09, ,TBA,TBA
dancikg,HON,488,10, ,TBA,TBA
torockioc,HON,488,11, ,TBA,TBA
greener,HON,488,12, ,TBA,TBA
speichera,HON,488,13, ,TBA,TBA
heenehanm,HON,488,14, ,TBA,TBA
metcalfm,HON,488,15, ,TBA,TBA
tasneems,HON,488,16, ,TBA,TBA
vasquez-o'brient,HON,488,17, ,TBA,TBA
bataillea,HON,488,18, ,TBA,TBA
pakdilf,HON,488,19, ,TBA,TBA
drewryc,IIP,200,01, ,TBA,TBA
drewryc,IIP,300,01, ,TBA,TBA
drewryc,IIP,300,02, ,TBA,TBA
drewryc,ISP,300,01, ,TBA,TBA
drewryc,ISP,301,01, ,TBA,TBA
erik-soussia,LAS,219,01X,M,04:00 pm-06:45 pm,WEBB 112
calissij,LAC,100,01,TR,12:30 pm-01:45 pm,FAIC 118
drzewieckip,LAC,100,02,MWF,11:00 am-11:50 am,SCIENC 216
hollandj,LAC,100,03,MWF,10:00 am-10:50 am,FAIC 118
calissij,LAC,101,01,M,10:00 am-10:50 am,FAIC 115
drzewieckip,LAC,101,02,W,12:00 pm-12:50 pm,SCIENC 216
hollandj,LAC,101,03,M,09:00 am-09:50 am,FAIC 118
pellegrinid,LAC,101,04,M,04:00 pm-04:50 pm,FAIC 118
chiricom,LAC,200,01,MWF,11:00 am-11:50 am,GODDAR 216
dillerj,LAC,200,01,MWF,11:00 am-11:50 am,GODDAR 216
doylem,LAC,200,01,MWF,11:00 am-11:50 am,GODDAR 216
wardk,LAC,200,02,MWF,01:00 pm-01:50 pm,SCIENC 134
heenehanm,LAC,200,02,MWF,01:00 pm-01:50 pm,SCIENC 134
o'nealf,LAC,200,03,MWF,01:00 pm-01:50 pm,FAIC 110
stoloffd,LAC,400,01,W,07:00 pm-09:45 pm,WEBB 210
whitej,LAP,430,01,W,07:00 pm-09:45 pm,WEBB 113
dowdelld,MGT,502,E25, ,TBA,TBA
dowdelld,MGT,502,E26, ,TBA,ONLINE
ferrarol,MGT,505,E25, ,TBA,TBA
ohn,MGT,506,E25, ,TBA,TBA
grandhis,MGT,508,E25, ,TBA,TBA
whiteheadb,MAT,099,01,MWF,09:00 am-09:50 am,SCIENC 234
wus,MAT,099,02,TR,04:00 pm-05:15 pm,SCIENC 234
fisterk,MAT,099,03,MWF,02:00 pm-02:50 pm,WEBB 314
whiteheadb,MAT,135,01,MWF,08:00 am-08:50 am,SCIENC 132
oseibonsuk,MAT,135,02,MWF,02:00 pm-02:50 pm,SCIENC 114
